Year,Month,Day,Source,Title,Body,Link
2021,Mar,13,NR,SJB reveal details of a coconut oil fraud,"SJB claims the company charged over the alleged sugar tax fraud is also involved in fraud related to the importation of coconut oil. MP Champika Ranawaka said the Ministry of Finance issued a special Gazette notification in July 2020, drastically reducing the tax imposed on the importation of coconut oil. MP said thereafter the relevant company had imported a large stock of coconut oil adding however that the price of coconut oil did not decrease in the local market. more..",https://www.newsradio.lk/justin/sjb-reveal-details-of-a-coconut-oil-fraud/
2021,Mar,16,NR,Decisions to be reached over coconut estates,"The govt has directed attention towards reaching several decisions related to coconut plantations, including banning cutting coconut trees.  Minister of Plantation Ramesh Pathirana said the decision will be implemented within the year. Accordingly, coconut trees will be included in the Felling of Trees (Control) Act and necessary laws are being formulated. Under the Felling of Trees (Control) Act special permission must be obtained to cut jackfruit, breadfruit and palm trees. more..",https://www.newsradio.lk/local/several-decisions-to-be-reached-over-coconut-estates/
2021,,,,Video: SLSI responds to allegations over unhealthy coconut oil,"Mar 26  (AD)  SL Standards Institution (SLSI) today rejected as totally fabricated and false the allegations in the media and social media claiming that senior officials of the SLSI had authorized the sale of unhealthy coconut oil imported to the country by four importers.  SLSI, being the standards body for quality to the nation, will not compromise the set standards for any commodity or material that will be detrimental to the lives and livelihoods of more..",http://www.adaderana.lk/news/72593/slsi-responds-to-allegations-over-unhealthy-coconut-oil
2021,Mar,27,DM,"'Import of unrefined, carcinogenic coconut oil: Stern action against culprits'","Strict legal action will be taken against those who imported unrefined coconut oil that contained carcinogens, Trade Minister Bandula Gunawardena said yesterday in Parliament. He added that no political intervention will be allowed when the culprits are brought to book. He observed that there has been a request made to carry out an investigation on the matter by the CID. more..",http://www.dailynews.lk/2021/03/27/local/245106/stern-action-against-culprits-trade-minister
2021,Mar,28,Island,13 containers of imported coconut oil under laboratory investigation for toxic substances,"Amidst allegations that consignments of contaminated coconut oil imported to the country have been cleared for release to the market by the SL Standards Institution (SLSI), the head of the premier body dismissed the claims as unfounded , saying that samples of the 13 containers are still under testing for any harmful substances. The laboratory investigation is continuing and it will take another two days for the process to more..",https://island.lk/13-containers-of-imported-coconut-oil-under-laboratory-investigation-for-toxic-substances/
2021,Mar,29,Island,Second test confirms shipment of coconut oil contaminated,"Aflatoxins could be more carcinogenic to children than adults, Senior Professor Arjuna de Silva said, warning that the impact of aflatoxin contaminated coconut oil would have disastrous consequences. Aflatoxins usually affect the kidneys and can eventually lead to cancers there. This might affect children more. Even their growth can be affected if they are exposed to this for a long time or a sudden large dose, he said, more..",https://island.lk/second-test-confirms-shipment-of-coconut-oil-contaminated/
2021,Mar,29,TM,'Impure coconut oil widespread in Sri Lanka',"The issue of adulterated oil being passed off as coconut oil is widespread in SL, and it is undermining public health, according to a senior Ministry of Health official. Food Safety Unit of the Health Ministry Director Dr. Thilak Siriwardana said the coconut oil industry is at a stage where it needs rapid correction. Some importers bring crude coconut oil containing aflatoxin, which is harmful to the human body. more..",https://www.themorning.lk/impure-coconut-oil-widespread-in-sl-health-ministry/
2021,Mar,29,AD,Video: Unrefined coconut oil imported by 3 companies fail second test,"It has been reconfirmed through tests that the unrefined coconut oil stocks, imported to SL by 3 companies, contain the carcinogen Aflatoxin, SL Standards Institution (SLSI) stated. SLSI, Food Safety Unit of the Ministry of Health, and Industrial Technology Institute (ITI) re-tested the samples of imported unrefined coconut oil, based on appeals by the importing companies. However, the test results released today reconfirmed that more..",http://www.adaderana.lk/news/72660/unrefined-coconut-oil-imported-by-3-companies-fail-second-test
2021,Mar,30,TM,Aflatoxins in coconut oil: A scandal that can boil over,"Sinhala & Tamil New Year is just around the corner, and compared with last year, this years Covid-19 situation is rather stable or normalised, and gives the people a chance to move about with far more freedom.  However, last week, allegations were levelled against SL Customs that it had released a container of coconut oil to imports despite the quality tests suggesting that the oil contains a carcinogen known as aflatoxins. more..",https://www.themorning.lk/aflatoxins-in-coconut-oil-a-scandal-that-can-boil-over/
2021,Mar,30,FT,"Customs orders 1,800 tons of coconut oil be re-exported","The Customs Department has informed the importers of 1,800,000 kg of coconut oil, to re-export the stock after a second round of tests by the SL Standards Institute (SLSI) found samples of the consignment to be unfit for consumption. Customs Director General Maj. Gen. (Rtd) Vijitha Ravipriya, said that the decision had been made to ensure public trust in local market products was maintained. more..",http://www.ft.lk/front-page/Customs-orders-1-800-tons-of-coconut-oil-be-re-exported/44-715503
2021,Mar,30,AD,Video: Police seize two bowsers containing disputed coconut oil,"Two bowser trucks containing coconut oil stocks, which were sealed by SL Customs on suspicion of containing carcinogenic substances, have been seized by the Dankotuwa Police. The raid was carried out on Monday night following a tip-off received through the 119 hotline. Thereby, 27,500 litres of coconut oil have been taken into custody by the investigating officers. The bowser trucks were found while parked at more..",http://www.adaderana.lk/news/72682/police-seize-two-bowsers-containing-disputed-coconut-oil
2021,Mar,30,EN,Customs to determine whether contaminated coconut oil entered market,"Sri Lanka Customs has opened an investigation to determine whether any coconut oil contaminated with high levels of aflatoxin, a carcinogenic substance, has been released to the market, Minister Ramesh Pathirana said. Customs is looking to find the perpetrators and, once the reports are out, we will take legal action against them, Pathirana told reporters at the weekly cabinet press briefing today. The govt is determined to take legal action against those involved, he said. more..",https://economynext.com/sri-lanka-customs-to-determine-whether-contaminated-coconut-oil-entered-market-80262/
2021,Mar,30,NR,Dont cover sugar scam with coconut oil issue,SJB MP JC Alawathuwala says they will not let the govt coverup the sugar tax scam owing to the prevalent coconut oil controversy. MP Alawathuwala questioned the govt over what measures have been taken against those responsible for the sugar scam especially with numerous complaints having been lodged over the matter. He questioned if the govt has begun deliberating the complaints that have been received over the sugar tax scam. more..,https://www.newsradio.lk/local/dont-coverup-sugar-scam-with-coconut-oil-dilemma/
2021,Mar,31,Island,Aflatoxin in imported coconut oil,"The public are bombarded with half truths on presence and release of imported aflatoxin-contaminated coconut oil to the market. When improperly dried copra is stored for many days a mold of yellow colour, which becomes moss green later, appears on the surface of the kernels, releasing aflatoxins deep into the coconut kernels. Once released into the kernel, the toxin remains unchanged till the kernel disintegrates. On expulsion of oil from such copra, 80% of aflatoxin more..",https://island.lk/aflatoxin-in-imported-coconut-oil/
2021,Mar,31,FT,SJB calls for suspension of bulk coconut oil imports,"The SJB called on the Govt to suspend bulk imports of coconut oil and to carry out random tests of existing stocks in the market to reassure the public of food safety. The call came after aflatoxin, a carcinogenic chemical was detected in several import stocks of coconut oil, prompting customs to direct the importers to re-export the stock. SJB MP Dr. Harsha de Silva called on the Govt to temporarily halt the import of more..",http://www.ft.lk/news/SJB-calls-for-suspension-of-bulk-coconut-oil-imports/56-715624
2021,Apr,1,CT,To boost local production of coconut oil: Plans underway to import dehydrated kernel,"The Govt has decided to import dehydrated coconut kernel to encourage local production of coconut oil.  Director-Operations of the Coconut Development Authority, Operations, Piyasena Edirimanne said the proposal has received Cabinet approval and tenders will be called soon after the technical committee report. Accordingly, dehydrated crude coconut will be imported in the future from countries such as India, Indonesia, Vietnam and the Philippines and more..",https://ceylontoday.lk/news/to-boost-local-production-of-coconut-oil-plans-underway-to-import-dehydrated-kernel
2021,Apr,1,EN,Customs checking for leaks of coconut oil with aflatoxin,"Sri Lanka Customs is deploying a separate team to check whether coconut oil with higher that permitted levels of aflatoxin, which have been taken out of the port is re-exported in its entirety, Director General of Customs Vijitha Ravipriya said. We are checking in companies storages as well to check whether they have the same quantity we released from the customs, Ravipriya, a retired military Major General told reporters. more..",https://economynext.com/sri-lanka-customs-checking-for-leaks-of-coconut-oil-with-aflatoxin-80345/
2021,Apr,2,AD,Video: Third round of tests reconfirm Aflatoxin in unrefined coconut oil stock,"The third round of tests has reconfirmed that the unrefined coconut oil consignment, imported by three private companies and stored in their warehouses, contains the highly carcinogenic substance called Aflatoxin. State Minister of Consumer Protection Lasantha Alagiyawanna said the relevant importing companies have already been informed to re-export the coconut oil stocks in question without delay. Recent tests carried out by the SL Standards Institute (SLSI) and more..",http://www.adaderana.lk/news/72764/third-round-of-tests-reconfirm-aflatoxin-in-unrefined-coconut-oil-stock
2021,Apr,4,SO,SME coconut-based industries in dire straits,"Calling on the authorities to protect the small and medium sector coconut based industries which are in dire straits due to foreign factory operators of coconut-based products, the Consortium of Coconut Based Producers and Exporters of Ceylon (COCOPEC) called upon the policy makers to set up a vibrant force to ensure the sustenance of SMEs of the industry. COCOPEC President Upali Weerakoon said what is distressing is foreigners who initially patronised SL more..",http://www.sundayobserver.lk/2021/04/04/business/task-force-protect-industrialists-vital-cocopec-president
2021,Apr,4,Island,Contaminated coconut oil: CID questions five persons linked to importers,"The CID has begun interrogating five persons linked to the three importers of contaminated coconut oil in a bid to get to the bottom of what is suspected to be a big time racket, which had continued for a considerable period of time. Police said the phone records of the suspects will be checked to ascertain whether any others were also involved in the racket to inject cheap imported coconut oil with a high concentration of carcinogenic aflatoxins into the market. more..",https://island.lk/contaminated-coconut-oil-cid-questions-five-persons-linked-to-importers/
2021,Apr,5,ST,"After the sugar scam, now toxic-hit coconut oil scare","Even before the 16 billion buck sugar scam had melted on the public tongue, the spectre of a horrific health scare has now risen to envelop the peoples wellbeing in a toxic shroud. The sugar scam had blown a gaping hole in the public coffers, skimming an estimated Rs. 16 billion from the Treasury vaults. The scam had been confirmed officially when the Finance Ministry report to Parliament last month blew the lid on what may become the financial fiddle of the decade, more..",http://www.sundaytimes.lk/210404/columns/after-the-sugar-scam-now-toxic-hit-coconut-oil-scare-438862.html
2021,Apr,5,TM,'Must increase coconut production by three billion nuts',There has been great concern among SL consumers over the past few days following the detection of substandard coconut oil containing a carcinogenic named aflatoxins and a full-blown investigation being launched into the matter. The Morning spoke to State Minister  Arundika Fernando to inquire into this issue and to understand what plans are in place to develop the coconut industry. Fernando is currently more..,https://www.themorning.lk/must-increase-coconut-production-by-three-billion-nuts/
2021,Apr,5,AD,One importer set to re-export coconut oil stocks containing Aflatoxin,"All measures have been set in place to re-export the coconut oil stocks of one of the three companies that imported unrefined coconut oil containing carcinogens. The relevant coconut oil stocks of Katana Refineries will be re-exported within this week. It was recently revealed that stocks of unrefined coconut oil imported by 03 companies - Ali Brothers, Edirisinghe Edible Oil,  and Katana Refineries - contained more..",http://www.adaderana.lk/news/72828/one-importer-set-to-re-export-coconut-oil-stocks-containing-aflatoxin
2021,Apr,8,CT,Carcinogens in Coconut Oil,"Coconut oil has been used in Sri Lanka replacing sesame oil after the population drifted to the South-West following the invasion of Raja Rata by Kalinga Magha in 1215. Initially it was made in homes using fresh scraped coconut. This practice was continued well into the latter half of the last century. It is the fungus contained, in not properly dried coconut kernel called copra used for the extraction of coconut oil on a mass-scale in oil mills which contains the carcinogenic aflatoxin. more..",https://ceylontoday.lk/news/carcinogens-in-coconut-oil
2021,Apr,8,AD,Video: Tests confirm Aflatoxin presence in samples from coconut oil bowsers,"Tests carried out on samples from the two bowser trucks containing coconut oil  which were recently taken into custody at Dankotuwa  have indicated the presence of Aflatoxin. The two bowser trucks were seized by Dankotuwa Police on the 30th of March, on suspicion of containing carcinogenic substances. A total of 27,500 liters of coconut oil had been taken into custody from the two bowser trucks more..",http://www.adaderana.lk/news/72909/tests-confirm-aflatoxin-presence-in-samples-from-coconut-oil-bowsers-
2021,Apr,10,ST,When contaminated coconut oil seeps through system loopholes,"As the controversy over harmful coconut oil stocks continued, yesterday the authorities said they were unable to confirm whether the contaminated oil had reached the consumers.  Customs, Public Health Inspectors & Food Control Admin. Unit (FCAU) of the Health Ministry said a string of investigations were underway into the import and could take time as they were to ascertain whether harmful oil had entered the markets. more..",http://www.sundaytimes.lk/210404/news/when-contaminated-coconut-oil-seeps-through-system-loopholes-438995.html
2021,Apr,10,CT,Reckless felling of coconut trees: Strict laws will be enforced next week,"Strict laws are to be introduced next week against wonton chopping down of coconut trees, Secretary to State Ministry for Coconut, Kithul and Palmyrah Cultivation Promotion, Tissa Hewavithana said.  When contacted regarding an Extraordinary Gazette Notification prohibiting the felling of coconut trees without permission, Hewavithana said, authorising officers will include the Grama Niladari, if it was just three to four trees. However, approval would have to be taken more..",https://ceylontoday.lk/news/reckless-felling-of-coconut-trees-strict-laws-will-be-enforced-next-week
2021,Apr,10,AD,Video: Tests confirm no Aflotoxin in coconut oil sold in market,"The samples of coconut oil gathered from the consumer market confirmed that none of them contain Aflotoxin, State Minister Lasantha Alagiyawanna said.  CAA had initiated a special inquiry into the selling and marketing of imported coconut oil after Aflatoxin properties found in them. More than 100 samples have been taken covering all 25 districts and the sent to the Coconut Research Institute  for testing. He said it has been confirmed that samples do not contain Aflotoxin. more..",http://www.adaderana.lk/news/72954/tests-confirm-aflatoxin-not-present-in-109-random-coconut-oil-samples
2021,Apr,11,Island,Toxic coconut oil scare trigger public wave of fear over aflatoxins in foodstuffs,"In the backdrop of a top official of Sri Lankas key standards body coming under heavy flak over her controversial claim that several other consumer commodities also contain toxic substances, public apprehension has shifted to many other products in the market following a wave of fear triggered over cancer-causing free radicals in foodstuffs, industry players said.  Trade Ministry has already initiated a disciplinary inquiry into more..",https://island.lk/toxic-coconut-oil-scare-trigger-public-wave-of-fear-over-aflatoxins-in-foodstuffs/
2021,Apr,12,AD,Video: Consignment of carcinogenic coconut oil loaded ontoBarbara,"A consignment of carcinogenic coconut oil imported from Malaysia has been loaded onto the shipping vessel Barbara anchored  in Colombo Port. The process commenced at 9.30 am this morning. Six containers of unrefined coconut oil imported by Katana Refineries are being re-exported in this manner. On April 6, the consignment of coconut oil was taken from the importers pvt warehouse  to Colombo Port more..",http://www.adaderana.lk/news/72995/consignment-of-carcinogenic-coconut-oil-loaded-onto-barbara
2021,Apr,12,Island,Toxic coconut oil scare trigger public wave of fear over aflatoxins in foodstuffs,"In the backdrop of a top official of Sri Lankas key standards body coming under heavy flak over her controversial claim that several other consumer commodities also contain toxic substances, public apprehension has shifted to many other products in the market following a wave of fear triggered over cancer-causing free radicals in foodstuffs, industry players said. Trade Ministry has already initiated a disciplinary inquiry into more..",https://island.lk/toxic-coconut-oil-scare-trigger-public-wave-of-fear-over-aflatoxins-in-foodstuffs/
2021,Apr,13,DM,Sri Lanka to import dehydrated coconut chips to manufacture coconut oil,"Sri Lanka will import 39,000 tonnes of dehydrated coconut chips to manufacture coconut oil to meet the local demand for edible oil without any shortage to be triggered otherwise by the ban imposed on palm oil, an official said. The Trade Ministry will sign a forward sales agreement with the All Ceylon Traditional Coconut Oil Producers' Association to obtain coconut oil at Rs. 450 a bottle. more..",http://www.dailymirror.lk/breaking_news/SL-to-import-dehydrated-coconut-chips-to-manufacture-coconut-oil/108-209893
2021,,,,Video: Coconut oil to be sold at control price of Rs 450 per bottle: Bandula,"Apr 13  (AD) Necessary steps have been taken to provide a bottle of quality, local coconut oil at a control price of Rs. 450, said Minister of Trade Bandula Gunawardena.  He said, No matter what changes take place, a bottle of locally produced pure coconut oil, suitable for human consumption, will be sold for Rs. 450 through Sathosa and Cooperatives, until the end of this year. We can come to such an agreement. more..",http://www.adaderana.lk/news/73015/coconut-oil-to-be-sold-at-control-price-of-rs-450-per-bottle-bandula
2021,Apr,18,ST,Cancer causing coconut oil: Public fear probe on slippery slope,"As Customs, police and health inspectors escalated investigations into whether toxic coconut oil has reached the market, the govt defended itself against public complaints that importers who might have broken the law in sending out the oil for sale were not being punished. Agency was carrying out separate investigations into whether two coconut oil importers had distributed imported coconut oil containing aflatoxin. more..",http://www.sundaytimes.lk/210418/news/cancer-causing-coconut-oil-public-fear-probe-on-slippery-slope-440446.html
2021,Apr,19,AD,Remaining importers notified to re-export carcinogenic coconut oil stocks,"SL Customs has informed the 02 remaining importers to re-export their coconut oil stocks containing carcinogens. Katana Refineries, one of the three importers whose oil stocks were found to contain an overdose of carcinogenic Aflatoxin, has re-exported its entire 105 metric tonnes of unrefined coconut oil back to Malaysia. Meanwhile, Ali Brother had brought down a total of 1513.7 metric tonnes of carcinogenic coconut oils in 04 containers and Edirisinghe Edible Oil more..",http://www.adaderana.lk/news/73133/remaining-importers-notified-to-re-export-carcinogenic-coconut-oil-stocks
2021,Apr,24,CT,Coconut oil made to standard: IDB Chair,"While thanking Minister of Industries Wimal Weerawansa for supporting the local coconut oil manufacturers, Chairman of the Industrial Development Board Upasena Dissanayake said, with the new efforts by the Minister, people will be able to consume locally produced coconut oil that will be in line with the countrys health standards.  According to Dissanayake, there were many drawbacks with regard to why they were not able to locally manufacture coconut oil. more..",https://ceylontoday.lk/news/coconut-oil-made-to-standard-idb-chair
2021,Apr,29,AD,Video: Local company sealed off after tests confirm presence of Aflatoxin in coconut oil,"Consumer Affairs Authority (CAA) has taken measures to seal off a local coconut oil manufacturing company after it was confirmed its products contain the highly carcinogenic substance Aflatoxin. Further, the coconut oil stocks that the company had released to the market have been removed by CAA. Following the recent controversy concerning the presence of Aflatoxin in imported unrefined coconut oil, more..",http://www.adaderana.lk/news/73429/local-company-sealed-off-after-tests-confirm-presence-of-aflatoxin-in-coconut-oil
2021,Apr,30,Island,"Editorial: Aflatoxin, thy name is coconut oil","Local coconut oil manufacturers had a field day following the detection of unusually high levels of aflatoxin in an imported coconut oil consignment, a few weeks ago. They claimed that their products were safe and superior to the imported ones; some members of the public may have bought into their claims amplified by aggressive advertising, but aflatoxin has now been found in locally produced coconut oil as well. The imported edible oil stocks containing aflatoxin more..",https://island.lk/aflatoxin-thy-name-is-coconut-oil/
2021,May,5,CT,Coconut versus Oil Palm,Coconut has been cultivated in the country from ancient time first to be consumed as young coconuts and later to pluck mature nuts mainly for oil. Sesame was the source of cooking oil till then in the dry zone Rajarata. It was replaced with coconut oil after the drift to the south west in 1215 following the invasion of Kalinga Magha. Sinhala Kings cultivated large extents of coconut land in the south west not only for local consumption but also for export. more..,https://ceylontoday.lk/news/coconut-versus-oil-palm
2021,May,7,DM,230 MT toxic coconut oil re-shipped to Malaysia today,"A consignment of 230 metric tonnes of unrefined coconut oil brought to the Colombo Port on April 30 will be re-exported to Malaysia today, Customs Deputy Director (Legal Affairs) and Media Spokesman  said. He said the unrefined coconut oil was detected in twelve 20ft containers. The vessel Ever Ethic was scheduled to arrive last Tuesday (4), but did not turn up as it left late from India, Mr. Silva said. However, the ship is scheduled to reach the Colombo port this evening, he said. more..",http://www.dailymirror.lk/breaking_news/230-MT-toxic-coconut-oil-re-shipped-to-Malaysia-today/108-211469
2021,May,8,DM,230 MT toxic coconut oil to be re-shipped to Malaysia tonight,"A consignment of 230 metric tonnes of unrefined coconut oil brought to the Colombo Port on April 30 will be re-exported to Malaysia tonight, Customs Deputy Director (Legal Affairs) and Media Spokesman Sudattha Silva said. He said the unrefined coconut oil was detected in twelve 20ft containers. The vessel Ever Ethic has reached the Colombo Port. However the vessel was scheduled to arrive last Tuesday (May 4), but did not turn up as it left late from India, Mr. Silva said. more..",http://www.dailymirror.lk/breaking_news/230-MT-toxic-coconut-oil-to-be-re-shipped-to-Malaysia-tonight/108-211568
2021,May,9,Island,Slump in imports trigger surge in coconut oil prices,"With the drastic drop in imports, coconut oil prices in the market have surged to a new high as local production is grossly insufficient to meet the annual consumption of around 200,000 metric tons, industry officials said. In 2020, local coconut oil production was a negligible 20,000MT, which translated into a yawning gap that had to be bridged by importing 180,000MT, they said. This has been the position over the past few years as dominant imports dwarfed local supplies, more..",https://island.lk/slump-in-imports-trigger-surge-in-coconut-oil-prices/
2021,May,11,TM,Price hike in pure coconut oil unlikely,"Following Consumer Affairs Authoritys (CAA) recent prohibition against blending edible coconut oil with any other oil, Govt authorities have ruled out a possible price hike in pure coconut oil. State Ministry of Coconut, Kithul, and Palmyrah Cultivation Promotion and Related Industrial Product Manufacturing and Export Diversification Co-ordinating Secretary Malraj Peiris denied possibility of a price hike of coconut more..",https://www.themorning.lk/price-hike-in-pure-coconut-oil-unlikely/
2021,Jun,19,AD,Video: CAA removes maximum retail price imposed on coconuts,"The Consumer Affairs Authority (CAA) has decided to remove the maximum retail price (MRP) imposed on coconuts based on the circumference. This was announced in a Gazette Extraordinary issued by CAA Chairman, Major General (Rtd.) Shantha Dissanayake on Friday (18). A maximum retail price on coconuts was announced via a gazette notification the CAA had published on Sept 25, 2020. Accordingly, the MRP for coconuts with circumference over 13 inches was more..",http://www.adaderana.lk/news/74773/caa-removes-maximum-retail-price-imposed-on-coconuts
2021,Jul,5,CT,Go on climb a tree to pluck a coconut,"It is a shame that Sri Lankans are yet like Ostrichs with heads buried in the sand. In this modern age when information is at a click of a button, millions of our people at home remain in a slavish state by choice. Loss of shame, slothfulness and a sense of entitlement have seeped into our people. Such a mindset cannot be wished away. It is simpler to demolish a house than to build one. There is more. Consider, if a child is (he/she) is aware that his/her father has never held a regular job more..",https://www.colombotelegraph.com/index.php/go-on-climb-a-tree-to-pluck-a-coconut/
2021,Jul,12,CT,President launches programme to increase coconut crop,"Prez Rajapaksa recently launched a programme to increase the annual coconut crop to 3,600 million nuts per year from the current level of 2,800 million nuts. Sri Lankas name has long been at the forefront of the international market for its traditional exports - tea, rubber, and coconut. The National Policy Framework, Vistas of Prosperity and Splendour, emphasised the promotion of coconut cultivation and related products to maintain that position in the future. more..",https://ceylontoday.lk/news/president-launches-prog-to-increase-coconut-crop
2021,Aug,5,ST,Coconut producers dismayed by plans to import coconut oil,"Coconut growers and producers this week expressed concern over plans by the Trade Ministry to import coconut oil, among several other items like sugar, dhal, chicken, condiments challis, onions, potatoes etc. They said that that this idea if implemented would clearly affect the very attempts of Prez Rajapaksa to produce and grow items locally and curtail imports. Ranjith Dias, a veteran agriculturalist, coconut grower more..",https://www.sundaytimes.lk/210801/business-times/coconut-producers-dismayed-by-plans-to-import-coconut-oil-450824.html
2021,Aug,14,NW,Sri Lankan coconuts help Yorkshire Dales combat peatland crisis,"When climate change threatened to destroy one of Britains beauty spots few people would have thought that coconuts from SL would be its salvation. But 9,000 km away, in sun-drenched surroundings, an army of women are helping to save the planet through the use of coconuts. Using coir, the coarse fibre extracted from coconut husk, the women hand weave it to create nets and logs which are now being used to protect the UKs peatland by preventing huge amounts of carbon more..",https://www.thenationalnews.com/world/uk-news/2021/08/04/cop26-sri-lankan-coconuts-help-yorkshire-dales-combat-peatland-crisis/
2021,Sep,26,Island,"Chilaw for Coconuts, crabs and Coreas!","Chilaw, except for its bustling bazaar, is a town which is seemingly wrapped up in a dont worry me mood. Located 128 km from Colombo via Negombo one has to pass it on the way to Puttalam from which the road branches off, one leading to A'pura and beyond, and the other to Jaffna. But first how did it get its name? According to records the name is derived from the Tamil word Cilapam meaning pearl fishery. Pearl banks referred to as paars was where the divers operated. more..",https://island.lk/chilaw-for-coconuts-crabs-and-coreas/
2021,Oct,5,ST,Hambantota Special EPZ to promote coconut-based agro-ecosystem,"Aiming to give a push to value addition in the coconut sector the government will set up a specialised Export Processing Zone (EPZ) dedicated to coconut related industries in Hambantota, one of the key areas in the Southern coconut triangle. This triangle would consist of Embilipitiya, Hambantota, and Monaragala under a massive coconut cultivation drive where the Coconut Industrial EPZ gets high priority, a top official of the Coconut Development Authority (CDA) said. more..",https://www.sundaytimes.lk/211003/business-times/hambantota-special-epz-to-promote-coconut-based-agro-ecosystem-456720.html
2021,Oct,14,FT,HI JapanTrade Exhibition promotes Sri Lankan coconut products,"The Ambassador and the Mission staff participated at the HI Japan Trade Exhibition Sri Lanka booth that was organised and promoted by the SL Mission in Japan and funded by the Coconut Development Authority (CDA). The booth showcased a wide range of coconut related export products from 11 companies in SL.  The product range included coconut oil, virgin coconut oil, MCT oil, coconut flour, desiccated coconut, coconut chips, milk, milk powder, treacle, syrup and cream. more..",https://www.ft.lk/business/HI-Japan-Trade-Exhibition-promotes-Sri-Lankan-coconut-products/34-724265
2021,Nov,6,FT,Coconut products exporters to tap EU via plant fair in Germany,"The coconut products sector aims to explore prospects for exports to Europe via the Int'l Plant Messe (IPM) Essen in Germany early next year. Coconut Development Authority (CDA) will facilitate the participation of SLs coconut-based exporters or manufacturers at the popular trade fair, which will be held from 25-28 January. Following a one-year break from physical participation at trade fairs, the CDA has decided to take part in IPM Essen, one of the worlds leading horticultural more..",https://www.ft.lk/front-page/Coconut-products-exporters-to-tap-EU-via-plant-fair-in-Germany/44-725539
2021,Nov,19,CT,"Nestlé Coconut Plan benefits 1,000 more rural families","The fifth phase of the Nestlé Coconut Plan was launched on 10 November 2021, in Aranthalawa, Maha Oya, where 1,000 more farmers and outgrowers were presented with 5,000 hybrid coconut plantlets and organic fertiliser. Conducted in partnership with the Coconut Cultivation Board of Sri Lanka, this phase will focus on organic farming, to ensure the growth of high-quality produce, while preserving soil fertility and moisture, and conserving biodiversity. more..",https://ceylontoday.lk/news/nestle-coconut-plan-benefits-1-000-more-rural-families
2021,Nov,29,EN,SOE given import monopoly on desiccated coconut,"SLs state-run BCC Lanka Ltd has been allowed to import desiccated coconut after paying 1 rupee special commodity levy from November 24, 2021 in a further addition to existing trade controls in the island. Minister Basil Rajapaksa has imposed a 300 rupee import tax per kilogram on desiccated coconut, HS Code 08.01 in the form of the special commodity levy for six months, starting from Nov 24. However from state-run BCC Lanka Ltd only 1 rupee per kilogram tax will be collected and more..",https://economynext.com/sri-lanka-soe-given-import-monopoly-on-desiccated-coconut-88303/
2021,Dec,4,Island,Coconut industry products raking in forex to the tune of $ 7000 yearly: State Minister,"Earnings from exporting coconut products amounted to $ 7000 annually. Such exports include jaggery and treacle, which are key products relating to the coconut industry, State Minister of Coconut, Kithul and Palmyrah Cultivation Promotion Arundika Fernando said. Although coconut, as part of the plantation industry, was not given due recognition, it was now a distinct contributor to forex earnings and was of significant importance to the economy of the country, Fernando said. more..",https://island.lk/coconut-industry-products-raking-in-forex-to-the-tune-of-7000-yearly-state-minister/
2021,Dec,4,CT,'Carcinogenic coconut oil back in market',"All Ceylon Traditional Coconut Oil Manufacturers Association (ACTCOMA) said the company accused of importing carcinogenic coconut oil has begun distributing coconut oil to the market under its brand name. Convener, Buddhika de Silva said it is questionable what approval the company has to import coconut oil at a time when cases filed against the company are ongoing, adding that when the Association lodged complaints in this regard in April, Consumer Affairs Authority (CAA) found more..",https://ceylontoday.lk/news/carcinogenic-coconut-oil-back-in-market-actcoma
2022,Jan,13,DM,"'If govt fail to meet the demand for coconut, local coconut, oil prices could increase'","If the government does not manage the demand the need for 1.9 billion coconut properly, there would be a risk of increasing prices of both the local coconut and coconut oil, National Movement for Consumer Rights Protection (NMCRP) said. NMCRP President Ranjith Vithanage told the Daily Mirror that the annual coconut harvest is 3 billion nuts and the demand for coconuts in the country is 4.9 billion nuts. ""A total volume of 1.8 billion nuts are needed for domestic consumption and more..",https://www.dailymirror.lk/breaking_news/If-govt-fail-to-meet-the-demand-for-coconut-local-coconut-oil-prices-could-increase-NMCRP/108-229009
2022,Jan,13,DM,"'If govt fail to meet the demand for coconut, local coconut, oil prices could increase'","If the government does not manage the demand the need for 1.9 billion coconut properly, there would be a risk of increasing prices of both the local coconut and coconut oil, National Movement for Consumer Rights Protection (NMCRP) said. NMCRP President Ranjith Vithanage told the Daily Mirror that the annual coconut harvest is 3 billion nuts and the demand for coconuts in the country is 4.9 billion nuts. ""A total volume of 1.8 billion nuts are needed for domestic consumption and more..",https://www.dailymirror.lk/breaking_news/If-govt-fail-to-meet-the-demand-for-coconut-local-coconut-oil-prices-could-increase-NMCRP/108-229009
2022,Jan,15,Island,Rise in coconut prices expected,"The price of coconuts and coconut oil will increase in the coming months due to the drop in production, Chairman of the National Movement for the Protection of Consumer Rights, Ranjith Vithanage says.  Vithanage said that SL coconut owners produced between two to three billion coconuts a year. However, the coconut industry needs around 3.6 billion nuts, he said. There is a drop in production around this time because of the dry weather. more..",https://island.lk/rise-in-coconut-prices-expected/
